timestamp,date,time,open,high,low,close,volume
2022-08-13 09:00:00,2022-08-13,09:00,47140,47725,47030,47475,214350200
2022-08-13 10:00:00,2022-08-13,10:00,47475,47510,46340,46945,378576200
2022-08-13 11:00:00,2022-08-13,11:00,46945,47080,46335,46725,238892700
2022-08-13 12:00:00,2022-08-13,12:00,46725,46940,46150,46655,227403100
2022-08-13 13:00:00,2022-08-13,13:00,46655,47120,46225,46365,258749400
2022-08-13 14:00:00,2022-08-13,14:00,46365,46600,46175,46270,172238300
2022-08-13 15:00:00,2022-08-13,15:00,46270,46635,46010,46220,178378400
2022-08-13 16:00:00,2022-08-13,16:00,46220,46480,46045,46190,159993100
2022-08-13 17:00:00,2022-08-13,17:00,46190,46770,46065,46750,167907000
2022-08-13 18:00:00,2022-08-13,18:00,46750,46770,46230,46600,210339600
2022-08-13 19:00:00,2022-08-13,19:00,46600,46635,46125,46275,169725100
2022-08-13 20:00:00,2022-08-13,20:00,46275,46835,46165,46715,110170800
2022-08-13 21:00:00,2022-08-13,21:00,46715,47435,46300,46450,201082200
2022-08-13 22:00:00,2022-08-13,22:00,46450,46990,46300,46505,204153300
2022-08-13 23:00:00,2022-08-13,23:00,46505,46960,46230,46560,165115600
2022-08-14 00:00:00,2022-08-14,00:00,46560,47655,46285,46495,417152800
2022-08-14 01:00:00,2022-08-14,01:00,46495,46815,46050,46690,248251300
2022-08-14 02:00:00,2022-08-14,02:00,46690,46895,46455,46810,121294700
2022-08-14 03:00:00,2022-08-14,03:00,46810,46850,46470,46725,93657900
2022-08-14 04:00:00,2022-08-14,04:00,46725,47130,46510,46920,135176700
2022-08-14 05:00:00,2022-08-14,05:00,46920,47280,46815,47040,125528500
2022-08-14 06:00:00,2022-08-14,06:00,47040,47590,47040,47445,141190700
2022-08-14 07:00:00,2022-08-14,07:00,47445,48045,47300,47720,305631800
2022-08-14 08:00:00,2022-08-14,08:00,47720,47750,46945,47115,223388000
2022-08-14 09:00:00,2022-08-14,09:00,47115,47400,46960,47370,161281300
2022-08-14 10:00:00,2022-08-14,10:00,47370,47370,46695,46780,178839600
2022-08-14 11:00:00,2022-08-14,11:00,46780,47065,46550,46670,116853900
2022-08-14 12:00:00,2022-08-14,12:00,46670,46690,46260,46375,146490700
2022-08-14 13:00:00,2022-08-14,13:00,46375,46400,45710,45995,258183000
2022-08-14 14:00:00,2022-08-14,14:00,45995,46180,45845,46000,108515800
2022-08-14 15:00:00,2022-08-14,15:00,46000,46215,45825,46025,121249200
2022-08-14 16:00:00,2022-08-14,16:00,46025,46105,44865,44980,338133600
2022-08-14 17:00:00,2022-08-14,17:00,44980,45085,44625,44680,295251700
2022-08-14 18:00:00,2022-08-14,18:00,44680,45070,44430,44990,197280300
2022-08-14 19:00:00,2022-08-14,19:00,44990,45185,44835,45080,106137900
2022-08-14 20:00:00,2022-08-14,20:00,45080,45295,44980,45195,97505700
2022-08-14 21:00:00,2022-08-14,21:00,45195,45800,45140,45340,147475100
2022-08-14 22:00:00,2022-08-14,22:00,45340,45525,44750,45105,246404900
2022-08-14 23:00:00,2022-08-14,23:00,45105,45295,44740,44845,153229500
2022-08-15 00:00:00,2022-08-15,00:00,44845,45630,44340,45575,391300400
2022-08-15 01:00:00,2022-08-15,01:00,45575,45780,45150,45730,227785200
2022-08-15 02:00:00,2022-08-15,02:00,45730,46945,45655,46825,383199600
2022-08-15 03:00:00,2022-08-15,03:00,46825,47250,46255,46460,408097800
2022-08-15 04:00:00,2022-08-15,04:00,46460,46520,46100,46395,184205600
2022-08-15 05:00:00,2022-08-15,05:00,46395,46665,45705,45855,206028700
2022-08-15 06:00:00,2022-08-15,06:00,45855,45875,43705,43880,648279700
2022-08-15 07:00:00,2022-08-15,07:00,43880,44180,43495,43795,309952500
2022-08-15 08:00:00,2022-08-15,08:00,43795,44250,43195,44180,270960300
2022-08-15 09:00:00,2022-08-15,09:00,44180,44255,43720,44230,181589300
2022-08-15 10:00:00,2022-08-15,10:00,44230,44420,43970,44340,127043800
2022-08-15 11:00:00,2022-08-15,11:00,44340,44420,43645,43770,226528600
2022-08-15 12:00:00,2022-08-15,12:00,43770,44240,43265,43580,232234700
2022-08-15 13:00:00,2022-08-15,13:00,43580,44480,43475,44310,372244900
2022-08-15 14:00:00,2022-08-15,14:00,44310,44325,43800,43985,183944200
2022-08-15 15:00:00,2022-08-15,15:00,43985,44565,43745,44480,143510900
2022-08-15 16:00:00,2022-08-15,16:00,44480,44710,44215,44695,216524700
2022-08-15 17:00:00,2022-08-15,17:00,44695,44740,43915,44015,171955100
2022-08-15 18:00:00,2022-08-15,18:00,44015,44025,43695,43785,94609200
2022-08-15 19:00:00,2022-08-15,19:00,43785,44135,43595,43795,224428100
2022-08-15 20:00:00,2022-08-15,20:00,43795,44115,43700,43915,122178300
2022-08-15 21:00:00,2022-08-15,21:00,43915,44120,43660,43765,92104900
2022-08-15 22:00:00,2022-08-15,22:00,43765,44100,43210,43270,169528700
2022-08-15 23:00:00,2022-08-15,23:00,43270,43950,42705,43700,415380900
2022-08-16 00:00:00,2022-08-16,00:00,43700,43965,43130,43745,262693600
2022-08-16 01:00:00,2022-08-16,01:00,43745,44175,43565,43615,192319400
2022-08-16 02:00:00,2022-08-16,02:00,43615,43830,43255,43345,112214700
2022-08-16 03:00:00,2022-08-16,03:00,43345,43780,42485,43625,355193800
2022-08-16 04:00:00,2022-08-16,04:00,43625,43760,43010,43135,107190900
2022-08-16 05:00:00,2022-08-16,05:00,43135,43180,42710,43115,169542700
2022-08-16 06:00:00,2022-08-16,06:00,43115,43295,42990,43100,81289600
2022-08-16 07:00:00,2022-08-16,07:00,43100,43290,43050,43290,84862000
2022-08-16 08:00:00,2022-08-16,08:00,43290,43295,43105,43210,79951300
2022-08-16 09:00:00,2022-08-16,09:00,43210,43860,43180,43550,179940000
2022-08-16 10:00:00,2022-08-16,10:00,43550,44025,43475,43720,302990300
2022-08-16 11:00:00,2022-08-16,11:00,43720,44325,43605,43980,315873700
2022-08-16 12:00:00,2022-08-16,12:00,43980,44235,41130,43370,491383500
2022-08-16 13:00:00,2022-08-16,13:00,43370,43710,42900,43065,407529500
2022-08-16 14:00:00,2022-08-16,14:00,43065,43185,42600,42865,380521800
2022-08-16 15:00:00,2022-08-16,15:00,42865,43505,42730,43390,273995600
2022-08-16 16:00:00,2022-08-16,16:00,43390,43540,42690,43140,233152300
2022-08-16 17:00:00,2022-08-16,17:00,43140,43305,42815,43140,184979300
2022-08-16 18:00:00,2022-08-16,18:00,43140,43580,42525,43105,374264300
2022-08-16 19:00:00,2022-08-16,19:00,43105,43295,42945,43120,122951200
2022-08-16 20:00:00,2022-08-16,20:00,43120,43465,43010,43435,88529000
2022-08-16 21:00:00,2022-08-16,21:00,43435,43495,43085,43250,66797500
2022-08-16 22:00:00,2022-08-16,22:00,43250,43265,42805,43045,89140300
2022-08-16 23:00:00,2022-08-16,23:00,43045,43265,42905,43070,84863200
2022-08-17 00:00:00,2022-08-17,00:00,43070,43815,42945,43655,165892100
2022-08-17 01:00:00,2022-08-17,01:00,43655,43870,43485,43540,114200500
2022-08-17 02:00:00,2022-08-17,02:00,43540,44035,43415,43765,125228200
2022-08-17 03:00:00,2022-08-17,03:00,43765,44090,43745,44000,101412100
2022-08-17 04:00:00,2022-08-17,04:00,44000,44130,43875,44055,65042500
2022-08-17 05:00:00,2022-08-17,05:00,44055,44385,44020,44360,104990700
