timestamp,date,time,open,high,low,close,volume
2022-09-01 00:00:00,2022-09-01,00:00,31485,31740,31070,31470,306145200
2022-09-01 01:00:00,2022-09-01,01:00,31470,31640,31325,31485,143819000
2022-09-01 02:00:00,2022-09-01,02:00,31485,31650,31320,31415,112842900
2022-09-01 03:00:00,2022-09-01,03:00,31415,31525,30935,31215,231385300
2022-09-01 04:00:00,2022-09-01,04:00,31215,31405,31100,31320,97802700
2022-09-01 05:00:00,2022-09-01,05:00,31320,31540,31275,31320,101409900
2022-09-01 06:00:00,2022-09-01,06:00,31320,31330,31030,31120,157470900
2022-09-01 07:00:00,2022-09-01,07:00,31120,31155,30810,31060,175777800
2022-09-01 08:00:00,2022-09-01,08:00,31060,31135,30830,31060,89834300
2022-09-01 09:00:00,2022-09-01,09:00,31060,31245,30950,31190,144429800
2022-09-01 10:00:00,2022-09-01,10:00,31190,31390,31130,31365,69059300
2022-09-01 11:00:00,2022-09-01,11:00,31365,31590,31260,31440,120639100
2022-09-01 12:00:00,2022-09-01,12:00,31440,31480,31020,31220,180498100
2022-09-01 13:00:00,2022-09-01,13:00,31220,31345,30990,31130,228595900
2022-09-01 14:00:00,2022-09-01,14:00,31130,31190,30415,30565,615658700
2022-09-01 15:00:00,2022-09-01,15:00,30565,30970,30485,30735,198965700
2022-09-01 16:00:00,2022-09-01,16:00,30735,30850,30465,30650,158736100
2022-09-01 17:00:00,2022-09-01,17:00,30650,31090,30600,30750,187103300
2022-09-01 18:00:00,2022-09-01,18:00,30750,31060,30690,30820,130882100
2022-09-01 19:00:00,2022-09-01,19:00,30820,31055,30805,31045,90422000
2022-09-01 20:00:00,2022-09-01,20:00,31045,31425,30980,31395,167849900
2022-09-01 21:00:00,2022-09-01,21:00,31395,31540,31265,31380,174708900
2022-09-01 22:00:00,2022-09-01,22:00,31380,31760,31370,31420,194733800
2022-09-01 23:00:00,2022-09-01,23:00,31420,31610,31380,31570,60594600
2022-09-02 00:00:00,2022-09-02,00:00,31570,31635,31295,31440,130519700
2022-09-02 01:00:00,2022-09-02,01:00,31440,31515,31300,31380,47836800
2022-09-02 02:00:00,2022-09-02,02:00,31380,31445,31090,31270,76833900
2022-09-02 03:00:00,2022-09-02,03:00,31270,31815,31265,31550,173161700
2022-09-02 04:00:00,2022-09-02,04:00,31550,31950,31550,31610,114070400
2022-09-02 05:00:00,2022-09-02,05:00,31610,31780,31485,31565,83602600
2022-09-02 06:00:00,2022-09-02,06:00,31565,31585,31410,31575,70648800
2022-09-02 07:00:00,2022-09-02,07:00,31575,31635,31475,31615,59787800
2022-09-02 08:00:00,2022-09-02,08:00,31615,31665,31370,31545,92511300
2022-09-02 09:00:00,2022-09-02,09:00,31545,31595,31375,31550,80710900
2022-09-02 10:00:00,2022-09-02,10:00,31550,31695,31360,31400,86176800
2022-09-02 11:00:00,2022-09-02,11:00,31400,31565,31225,31545,94449300
2022-09-02 12:00:00,2022-09-02,12:00,31545,32200,31425,32000,668089700
2022-09-02 13:00:00,2022-09-02,13:00,32000,32290,31945,31995,241584200
2022-09-02 14:00:00,2022-09-02,14:00,31995,32340,31840,32220,207766900
2022-09-02 15:00:00,2022-09-02,15:00,32220,32375,32150,32245,136018400
2022-09-02 16:00:00,2022-09-02,16:00,32245,32310,31710,31790,290588300
2022-09-02 17:00:00,2022-09-02,17:00,31790,31790,31100,31175,561575500
2022-09-02 18:00:00,2022-09-02,18:00,31175,31310,30930,31115,370708900
2022-09-02 19:00:00,2022-09-02,19:00,31115,31205,30735,31030,192519400
2022-09-02 20:00:00,2022-09-02,20:00,31030,31150,30865,31145,113599600
2022-09-02 21:00:00,2022-09-02,21:00,31145,31230,31105,31170,118193800
2022-09-02 22:00:00,2022-09-02,22:00,31170,31225,30930,31145,67220600
2022-09-02 23:00:00,2022-09-02,23:00,31145,31255,31050,31215,43618100
2022-09-03 00:00:00,2022-09-03,00:00,31215,31240,31040,31165,76945300
2022-09-03 01:00:00,2022-09-03,01:00,31165,31190,31030,31115,61096900
2022-09-03 02:00:00,2022-09-03,02:00,31115,31120,30885,31070,55131600
2022-09-03 03:00:00,2022-09-03,03:00,31070,31070,30825,30925,83728700
2022-09-03 04:00:00,2022-09-03,04:00,30925,31105,30895,31085,44719100
2022-09-03 05:00:00,2022-09-03,05:00,31085,31260,31085,31205,64940300
