
2022-05-10  19.27.14    BenchmarkSAR    bin = 5    fee = 0.0015 - 0.002    2022-05-04 ~  (6) days

29124 loaded. (6 days)
0.001000 / 0.001000 / 0.014000 	 t = 0.0000 / 0.0200 	 c = 14 / 5 / 9 / 0.5556 	 h = -0.0203 / 0.0910 	 p = 0.05 	 avg = 0.00 	 % = 1.0811 / +4.0559
0.002700 / 0.002700 / 0.056000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.09 	 avg = 0.00 	 % = 1.1711 / +8.5541
0.002700 / 0.002700 / 0.057000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.09 	 avg = 0.00 	 % = 1.1685 / +8.4243
0.002700 / 0.002700 / 0.058000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.09 	 avg = 0.00 	 % = 1.1688 / +8.4416
0.002700 / 0.002700 / 0.059000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.09 	 avg = 0.00 	 % = 1.1692 / +8.4589
0.002700 / 0.002700 / 0.060000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.09 	 avg = 0.00 	 % = 1.1695 / +8.4762
0.002700 / 0.002700 / 0.061000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.09 	 avg = 0.00 	 % = 1.1699 / +8.4935
0.002700 / 0.002700 / 0.062000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.063000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.064000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.065000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.066000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.067000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.068000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.069000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.070000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.071000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.072000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.073000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.074000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.075000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.076000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.077000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.078000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.079000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.080000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.081000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.082000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.083000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.084000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.085000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.086000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.087000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.088000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.089000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.090000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.091000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.092000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.093000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.094000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.095000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.096000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.097000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.098000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002700 / 0.002700 / 0.099000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1030 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7004
0.002800 / 0.002800 / 0.011000 	 t = 0.0000 / 0.0200 	 c = 20 / 7 / 13 / 0.5385 	 h = -0.0203 / 0.1377 	 p = 0.07 	 avg = 0.00 	 % = 1.1248 / +6.2401
0.002800 / 0.002800 / 0.012000 	 t = 0.0000 / 0.0200 	 c = 20 / 9 / 11 / 0.8182 	 h = -0.0204 / 0.1430 	 p = 0.10 	 avg = 0.01 	 % = 1.1836 / +9.1781
0.002800 / 0.002800 / 0.013000 	 t = 0.0000 / 0.0200 	 c = 20 / 10 / 10 / 1.0000 	 h = -0.0204 / 0.1467 	 p = 0.18 	 avg = 0.01 	 % = 1.3267 / +16.3362
0.002800 / 0.002800 / 0.014000 	 t = 0.0000 / 0.0200 	 c = 26 / 9 / 17 / 0.5294 	 h = -0.0204 / 0.1502 	 p = 0.08 	 avg = 0.00 	 % = 1.1376 / +6.8798
0.002800 / 0.002800 / 0.015000 	 t = 0.0000 / 0.0200 	 c = 26 / 9 / 17 / 0.5294 	 h = -0.0204 / 0.1545 	 p = 0.10 	 avg = 0.00 	 % = 1.1740 / +8.7024
0.002800 / 0.002800 / 0.016000 	 t = 0.0000 / 0.0200 	 c = 25 / 8 / 17 / 0.4706 	 h = -0.0204 / 0.1582 	 p = 0.12 	 avg = 0.00 	 % = 1.2132 / +10.6600
0.002800 / 0.002800 / 0.026000 	 t = 0.0000 / 0.0200 	 c = 31 / 9 / 22 / 0.4091 	 h = -0.0204 / 0.0946 	 p = 0.00 	 avg = 0.00 	 % = 1.0194 / +0.9691
0.002800 / 0.002800 / 0.027000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0961 	 p = 0.02 	 avg = 0.00 	 % = 1.0383 / +1.9161
0.002800 / 0.002800 / 0.028000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0974 	 p = 0.02 	 avg = 0.00 	 % = 1.0488 / +2.4411
0.002800 / 0.002800 / 0.029000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.0981 	 p = 0.06 	 avg = 0.00 	 % = 1.1056 / +5.2804
0.002800 / 0.002800 / 0.030000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.0981 	 p = 0.06 	 avg = 0.00 	 % = 1.1118 / +5.5897
0.002800 / 0.002800 / 0.031000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.0986 	 p = 0.05 	 avg = 0.00 	 % = 1.1023 / +5.1149
0.002800 / 0.002800 / 0.032000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.0989 	 p = 0.06 	 avg = 0.00 	 % = 1.1099 / +5.4974
0.002800 / 0.002800 / 0.033000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.0987 	 p = 0.06 	 avg = 0.00 	 % = 1.1159 / +5.7926
0.002800 / 0.002800 / 0.034000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.0992 	 p = 0.07 	 avg = 0.00 	 % = 1.1317 / +6.5855
0.002800 / 0.002800 / 0.035000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1002 	 p = 0.08 	 avg = 0.00 	 % = 1.1406 / +7.0305
0.002800 / 0.002800 / 0.036000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1010 	 p = 0.08 	 avg = 0.00 	 % = 1.1464 / +7.3179
0.002800 / 0.002800 / 0.037000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1019 	 p = 0.09 	 avg = 0.00 	 % = 1.1545 / +7.7269
0.002800 / 0.002800 / 0.038000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1026 	 p = 0.09 	 avg = 0.00 	 % = 1.1661 / +8.3026
0.002800 / 0.002800 / 0.039000 	 t = 0.0000 / 0.0200 	 c = 32 / 11 / 21 / 0.5238 	 h = -0.0204 / 0.1033 	 p = 0.10 	 avg = 0.00 	 % = 1.1728 / +8.6379
0.002800 / 0.002800 / 0.040000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1052 	 p = 0.05 	 avg = 0.00 	 % = 1.0936 / +4.6776
0.002800 / 0.002800 / 0.041000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.05 	 avg = 0.00 	 % = 1.0967 / +4.8346
0.002800 / 0.002800 / 0.042000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.05 	 avg = 0.00 	 % = 1.0992 / +4.9581
0.002800 / 0.002800 / 0.043000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.05 	 avg = 0.00 	 % = 1.1007 / +5.0327
0.002800 / 0.002800 / 0.044000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.06 	 avg = 0.00 	 % = 1.1107 / +5.5330
0.002800 / 0.002800 / 0.045000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.06 	 avg = 0.00 	 % = 1.1118 / +5.5909
0.002800 / 0.002800 / 0.046000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.05 	 avg = 0.00 	 % = 1.0967 / +4.8332
0.002800 / 0.002800 / 0.047000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.05 	 avg = 0.00 	 % = 1.0996 / +4.9804
0.002800 / 0.002800 / 0.048000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.05 	 avg = 0.00 	 % = 1.1003 / +5.0130
0.002800 / 0.002800 / 0.049000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.05 	 avg = 0.00 	 % = 1.1009 / +5.0462
0.002800 / 0.002800 / 0.050000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.05 	 avg = 0.00 	 % = 1.1009 / +5.0462
0.002800 / 0.002800 / 0.051000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.05 	 avg = 0.00 	 % = 1.0961 / +4.8050
0.002800 / 0.002800 / 0.052000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.05 	 avg = 0.00 	 % = 1.0939 / +4.6948
0.002800 / 0.002800 / 0.053000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.05 	 avg = 0.00 	 % = 1.0955 / +4.7770
0.002800 / 0.002800 / 0.054000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.05 	 avg = 0.00 	 % = 1.0982 / +4.9104
0.002800 / 0.002800 / 0.055000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.05 	 avg = 0.00 	 % = 1.1009 / +5.0435
0.002800 / 0.002800 / 0.056000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.05 	 avg = 0.00 	 % = 1.1022 / +5.1102
0.002800 / 0.002800 / 0.057000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.05 	 avg = 0.00 	 % = 1.1025 / +5.1269
0.002800 / 0.002800 / 0.058000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.05 	 avg = 0.00 	 % = 1.1025 / +5.1269
0.002800 / 0.002800 / 0.059000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.05 	 avg = 0.00 	 % = 1.1025 / +5.1269
0.002800 / 0.002800 / 0.060000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.05 	 avg = 0.00 	 % = 1.1029 / +5.1436
0.002800 / 0.002800 / 0.061000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.05 	 avg = 0.00 	 % = 1.1029 / +5.1436
0.002800 / 0.002800 / 0.062000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.05 	 avg = 0.00 	 % = 1.0991 / +4.9541
0.002800 / 0.002800 / 0.063000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.05 	 avg = 0.00 	 % = 1.0996 / +4.9785
0.002800 / 0.002800 / 0.064000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.05 	 avg = 0.00 	 % = 1.1029 / +5.1472
0.002800 / 0.002800 / 0.065000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.05 	 avg = 0.00 	 % = 1.1036 / +5.1805
0.002800 / 0.002800 / 0.066000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.05 	 avg = 0.00 	 % = 1.1046 / +5.2306
0.002800 / 0.002800 / 0.067000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.05 	 avg = 0.00 	 % = 1.1053 / +5.2641
0.002800 / 0.002800 / 0.068000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.05 	 avg = 0.00 	 % = 1.1056 / +5.2808
0.002800 / 0.002800 / 0.069000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.06 	 avg = 0.00 	 % = 1.1063 / +5.3143
0.002800 / 0.002800 / 0.070000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.06 	 avg = 0.00 	 % = 1.1066 / +5.3311
0.002800 / 0.002800 / 0.071000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.06 	 avg = 0.00 	 % = 1.1070 / +5.3478
0.002800 / 0.002800 / 0.072000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.06 	 avg = 0.00 	 % = 1.1073 / +5.3646
0.002800 / 0.002800 / 0.073000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.06 	 avg = 0.00 	 % = 1.1076 / +5.3814
0.002800 / 0.002800 / 0.074000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.06 	 avg = 0.00 	 % = 1.1076 / +5.3814
0.002800 / 0.002800 / 0.075000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.06 	 avg = 0.00 	 % = 1.1076 / +5.3814
0.002800 / 0.002800 / 0.076000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.06 	 avg = 0.00 	 % = 1.1076 / +5.3814
0.002800 / 0.002800 / 0.077000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.06 	 avg = 0.00 	 % = 1.1076 / +5.3814
0.002800 / 0.002800 / 0.078000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.06 	 avg = 0.00 	 % = 1.1076 / +5.3814
0.002800 / 0.002800 / 0.079000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.06 	 avg = 0.00 	 % = 1.1076 / +5.3814
0.002800 / 0.002800 / 0.080000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.06 	 avg = 0.00 	 % = 1.1076 / +5.3814
0.002800 / 0.002800 / 0.081000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.06 	 avg = 0.00 	 % = 1.1076 / +5.3814
0.002800 / 0.002800 / 0.082000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.06 	 avg = 0.00 	 % = 1.1076 / +5.3814
0.002800 / 0.002800 / 0.083000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.06 	 avg = 0.00 	 % = 1.1076 / +5.3814
0.002800 / 0.002800 / 0.084000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.06 	 avg = 0.00 	 % = 1.1076 / +5.3814
0.002800 / 0.002800 / 0.085000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.06 	 avg = 0.00 	 % = 1.1076 / +5.3814
0.002800 / 0.002800 / 0.086000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.06 	 avg = 0.00 	 % = 1.1076 / +5.3814
0.002800 / 0.002800 / 0.087000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.06 	 avg = 0.00 	 % = 1.1076 / +5.3814
0.002800 / 0.002800 / 0.088000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.06 	 avg = 0.00 	 % = 1.1076 / +5.3814
0.002800 / 0.002800 / 0.089000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.06 	 avg = 0.00 	 % = 1.1076 / +5.3814
0.002800 / 0.002800 / 0.090000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.06 	 avg = 0.00 	 % = 1.1076 / +5.3814
0.002800 / 0.002800 / 0.091000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.06 	 avg = 0.00 	 % = 1.1076 / +5.3814
0.002800 / 0.002800 / 0.092000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.06 	 avg = 0.00 	 % = 1.1076 / +5.3814
0.002800 / 0.002800 / 0.093000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.06 	 avg = 0.00 	 % = 1.1076 / +5.3814
0.002800 / 0.002800 / 0.094000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.06 	 avg = 0.00 	 % = 1.1076 / +5.3814
0.002800 / 0.002800 / 0.095000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.06 	 avg = 0.00 	 % = 1.1076 / +5.3814
0.002800 / 0.002800 / 0.096000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.06 	 avg = 0.00 	 % = 1.1076 / +5.3814
0.002800 / 0.002800 / 0.097000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.06 	 avg = 0.00 	 % = 1.1076 / +5.3814
0.002800 / 0.002800 / 0.098000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.06 	 avg = 0.00 	 % = 1.1076 / +5.3814
0.002800 / 0.002800 / 0.099000 	 t = 0.0000 / 0.0200 	 c = 32 / 10 / 22 / 0.4545 	 h = -0.0204 / 0.1053 	 p = 0.06 	 avg = 0.00 	 % = 1.1076 / +5.3814
