
2022-05-09  23.27.34    BenchmarkSAR    bin = 15    fee = 0.0015 - 0.003    2022-03-16 ~  (54) days

9654 loaded. (54 days)
0.001000 / 0.001000 / 0.010000 	 t = 0.0000 / 0.0100 	 c = 41 / 8 / 33 / 0.2424 	 h = -0.0101 / 0.1325 	 p = 0.07 	 avg = 0.00 	 % = 1.1117 / +11.1686
    "totalProfit": 0.11242009,
    "avgProfit": 0.0005735719,
    "finalPercent": 1.25776577,
    "score": 5.155316
  },
  {
    "bin1": 15.0,
    "start1": 0.0155000016,
    "step1": 0.0155000016,
    "max1": 0.0399999954,
    "stopLoss": 0.02,
    "tryCount": 212.0,
    "succeedCount": 91.0,
    "failedCount": 121.0,
    "successRate": 0.752066135,
    "minHeight": -0.0204029586,
    "maxHeight": 0.171399772,
    "totalProfit": 0.123164244,
    "avgProfit": 0.0005809634,
    "finalPercent": 1.259666,
    "score": 12.9832983
  },
  {
    "bin1": 15.0,
    "start1": 0.0169999991,
    "step1": 0.0169999991,
    "max1": 0.0399999954,
    "stopLoss": 0.02,
    "tryCount": 214.0,
    "succeedCount": 89.0,
    "failedCount": 125.0,
    "successRate": 0.712,
    "minHeight": -0.0204003565,
    "maxHeight": 0.171399772,
    "totalProfit": 0.123016454,
    "avgProfit": 0.00057484326,
    "finalPercent": 1.26059806,
    "score": 13.0299034
  },
  {
    "bin1": 15.0,
    "start1": 0.0150000015,
    "step1": 0.0150000015,
    "max1": 0.0399999954,
    "stopLoss": 0.0449999943,
    "tryCount": 212.0,
    "succeedCount": 92.0,
    "failedCount": 120.0,
    "successRate": 0.766666651,
    "minHeight": -0.0402774066,
    "maxHeight": 0.171202958,
    "totalProfit": 0.118161,
    "avgProfit": 0.0005573632,
    "finalPercent": 1.26105249,
    "score": 5.801167
  },
  {
    "bin1": 15.0,
    "start1": 0.0150000015,
    "step1": 0.0150000015,
    "max1": 0.0399999954,
    "stopLoss": 0.0499999933,
    "tryCount": 212.0,
    "succeedCount": 92.0,
    "failedCount": 120.0,
    "successRate": 0.766666651,
    "minHeight": -0.0402774066,
    "maxHeight": 0.171202958,
    "totalProfit": 0.118161,
    "avgProfit": 0.0005573632,
    "finalPercent": 1.26105249,
    "score": 5.22105026
  },
  {
    "bin1": 15.0,
    "start1": 0.0150000015,
    "step1": 0.0150000015,
    "max1": 0.0399999954,
    "stopLoss": 0.0399999954,
    "tryCount": 212.0,
    "succeedCount": 92.0,
    "failedCount": 120.0,
    "successRate": 0.766666651,
    "minHeight": -0.0398773,
    "maxHeight": 0.171202958,
    "totalProfit": 0.118461,
    "avgProfit": 0.0005587783,
    "finalPercent": 1.26157987,
    "score": 6.53949738
  },
  {
    "bin1": 15.0,
    "start1": 0.0174999982,
    "step1": 0.0174999982,
    "max1": 0.0399999954,
    "stopLoss": 0.015,
    "tryCount": 214.0,
    "succeedCount": 87.0,
    "failedCount": 127.0,
    "successRate": 0.685039341,
    "minHeight": -0.0152143845,
    "maxHeight": 0.171399772,
    "totalProfit": 0.125220075,
    "avgProfit": 0.000585140544,
    "finalPercent": 1.26252222,
    "score": 17.501482
  },
  {
    "bin1": 15.0,
    "start1": 0.0194999948,
    "step1": 0.0194999948,
    "max1": 0.0349999964,
    "stopLoss": 0.0299999975,
    "tryCount": 196.0,
    "succeedCount": 87.0,
    "failedCount": 109.0,
    "successRate": 0.798165143,
    "minHeight": -0.03084125,
    "maxHeight": 0.173496813,
    "totalProfit": 0.116020106,
    "avgProfit": 0.0005919393,
    "finalPercent": 1.262856,
    "score": 8.761868
  },
  {
    "bin1": 15.0,
    "start1": 0.0140000014,
    "step1": 0.0140000014,
    "max1": 0.0399999954,
    "stopLoss": 0.015,
    "tryCount": 210.0,
    "succeedCount": 85.0,
    "failedCount": 125.0,
    "successRate": 0.68,
    "minHeight": -0.0152162975,
    "maxHeight": 0.171202958,
    "totalProfit": 0.1377156,
    "avgProfit": 0.0006557885,
    "finalPercent": 1.2628777,
    "score": 17.52518
  },
  {
    "bin1": 15.0,
    "start1": 0.00450000027,
    "step1": 0.00450000027,
    "max1": 0.0549999923,
    "stopLoss": 0.02,
    "tryCount": 137.0,
    "succeedCount": 54.0,
    "failedCount": 83.0,
    "successRate": 0.6506024,
    "minHeight": -0.0203990135,
    "maxHeight": 0.1766572,
    "totalProfit": 0.154952109,
    "avgProfit": 0.00113103725,
    "finalPercent": 1.26319969,
    "score": 13.1599846
  },
  {
    "bin1": 15.0,
    "start1": 0.0130000012,
    "step1": 0.0130000012,
    "max1": 0.0399999954,
    "stopLoss": 0.02,
    "tryCount": 206.0,
    "succeedCount": 87.0,
    "failedCount": 119.0,
    "successRate": 0.731092453,
    "minHeight": -0.02040556,
    "maxHeight": 0.171006218,
    "totalProfit": 0.1311192,
    "avgProfit": 0.000636501,
    "finalPercent": 1.26349509,
    "score": 13.1747551
  },
  {
    "bin1": 15.0,
    "start1": 0.0179999974,
    "step1": 0.0179999974,
    "max1": 0.0349999964,
    "stopLoss": 0.0349999964,
    "tryCount": 196.0,
    "succeedCount": 88.0,
    "failedCount": 108.0,
    "successRate": 0.8148148,
    "minHeight": -0.0349566378,
    "maxHeight": 0.173299745,
    "totalProfit": 0.116520092,
    "avgProfit": 0.000594490266,
    "finalPercent": 1.26486242,
    "score": 7.567498
  },
  {
    "bin1": 15.0,
    "start1": 0.0179999974,
    "step1": 0.0179999974,
    "max1": 0.0349999964,
    "stopLoss": 0.0249999985,
    "tryCount": 196.0,
    "succeedCount": 87.0,
    "failedCount": 109.0,
    "successRate": 0.798165143,
    "minHeight": -0.025609253,
    "maxHeight": 0.173299745,
    "totalProfit": 0.11682009,
    "avgProfit": 0.000596020836,
    "finalPercent": 1.26524651,
    "score": 10.6098614
  },
  {
    "bin1": 15.0,
    "start1": 0.012000001,
    "step1": 0.012000001,
    "max1": 0.0399999954,
    "stopLoss": 0.015,
    "tryCount": 204.0,
    "succeedCount": 83.0,
    "failedCount": 121.0,
    "successRate": 0.6859504,
    "minHeight": -0.0152193373,
    "maxHeight": 0.170416385,
    "totalProfit": 0.142854214,
    "avgProfit": 0.000700265751,
    "finalPercent": 1.26729381,
    "score": 17.8195877
  },
  {
    "bin1": 15.0,
    "start1": 0.0165,
    "step1": 0.0165,
    "max1": 0.0349999964,
    "stopLoss": 0.0349999964,
    "tryCount": 192.0,
    "succeedCount": 86.0,
    "failedCount": 106.0,
    "successRate": 0.8113208,
    "minHeight": -0.0349566378,
    "maxHeight": 0.173299745,
    "totalProfit": 0.115497239,
    "avgProfit": 0.0006015481,
    "finalPercent": 1.2674638,
    "score": 7.641824
  },
  {
    "bin1": 15.0,
    "start1": 0.0184999965,
    "step1": 0.0184999965,
    "max1": 0.0349999964,
    "stopLoss": 0.0399999954,
    "tryCount": 196.0,
    "succeedCount": 88.0,
    "failedCount": 108.0,
    "successRate": 0.8148148,
    "minHeight": -0.03749166,
    "maxHeight": 0.173299745,
    "totalProfit": 0.118620716,
    "avgProfit": 0.000605207752,
    "finalPercent": 1.267934,
    "score": 6.69835
  },
  {
    "bin1": 15.0,
    "start1": 0.0184999965,
    "step1": 0.0184999965,
    "max1": 0.0349999964,
    "stopLoss": 0.0449999943,
    "tryCount": 196.0,
    "succeedCount": 88.0,
    "failedCount": 108.0,
    "successRate": 0.8148148,
    "minHeight": -0.03749166,
    "maxHeight": 0.173299745,
    "totalProfit": 0.118620716,
    "avgProfit": 0.000605207752,
    "finalPercent": 1.267934,
    "score": 5.95408869
  },
  {
    "bin1": 15.0,
    "start1": 0.0184999965,
    "step1": 0.0184999965,
    "max1": 0.0349999964,
    "stopLoss": 0.0499999933,
    "tryCount": 196.0,
    "succeedCount": 88.0,
    "failedCount": 108.0,
    "successRate": 0.8148148,
    "minHeight": -0.03749166,
    "maxHeight": 0.173299745,
    "totalProfit": 0.118620716,
    "avgProfit": 0.000605207752,
    "finalPercent": 1.267934,
    "score": 5.35868025
  },
  {
    "bin1": 15.0,
    "start1": 0.0150000015,
    "step1": 0.0150000015,
    "max1": 0.0399999954,
    "stopLoss": 0.0349999964,
    "tryCount": 212.0,
    "succeedCount": 92.0,
    "failedCount": 120.0,
    "successRate": 0.766666651,
    "minHeight": -0.034942653,
    "maxHeight": 0.171202958,
    "totalProfit": 0.122861,
    "avgProfit": 0.000579533,
    "finalPercent": 1.26929092,
    "score": 7.69402742
  },
  {
    "bin1": 15.0,
    "start1": 0.0165,
    "step1": 0.0165,
    "max1": 0.0349999964,
    "stopLoss": 0.0249999985,
    "tryCount": 192.0,
    "succeedCount": 85.0,
    "failedCount": 107.0,
    "successRate": 0.7943925,
    "minHeight": -0.025612779,
    "maxHeight": 0.173299745,
    "totalProfit": 0.117997244,
    "avgProfit": 0.000614569,
    "finalPercent": 1.27115858,
    "score": 10.846344
  },
  {
    "bin1": 15.0,
    "start1": 0.0125000011,
    "step1": 0.0125000011,
    "max1": 0.0399999954,
    "stopLoss": 0.015,
    "tryCount": 206.0,
    "succeedCount": 83.0,
    "failedCount": 123.0,
    "successRate": 0.67479676,
    "minHeight": -0.0152193373,
    "maxHeight": 0.170612931,
    "totalProfit": 0.141600892,
    "avgProfit": 0.000687383,
    "finalPercent": 1.27191186,
    "score": 18.1274586
  },
  {
    "bin1": 15.0,
    "start1": 0.016,
    "step1": 0.016,
    "max1": 0.0399999954,
    "stopLoss": 0.015,
    "tryCount": 212.0,
    "succeedCount": 88.0,
    "failedCount": 124.0,
    "successRate": 0.7096774,
    "minHeight": -0.0152162975,
    "maxHeight": 0.171399772,
    "totalProfit": 0.132269666,
    "avgProfit": 0.00062391354,
    "finalPercent": 1.27293468,
    "score": 18.1956463
  },
  {
    "bin1": 15.0,
    "start1": 0.00450000027,
    "step1": 0.00450000027,
    "max1": 0.0549999923,
    "stopLoss": 0.0499999933,
    "tryCount": 136.0,
    "succeedCount": 55.0,
    "failedCount": 81.0,
    "successRate": 0.679012358,
    "minHeight": -0.0480269976,
    "maxHeight": 0.1766572,
    "totalProfit": 0.157846287,
    "avgProfit": 0.00116063445,
    "finalPercent": 1.27354956,
    "score": 5.470992
  },
  {
    "bin1": 15.0,
    "start1": 0.0184999965,
    "step1": 0.0184999965,
    "max1": 0.0349999964,
    "stopLoss": 0.0349999964,
    "tryCount": 196.0,
    "succeedCount": 88.0,
    "failedCount": 108.0,
    "successRate": 0.8148148,
    "minHeight": -0.0349566378,
    "maxHeight": 0.173299745,
    "totalProfit": 0.122320712,
    "avgProfit": 0.000624085253,
    "finalPercent": 1.27438736,
    "score": 7.83963966
  },
  {
    "bin1": 15.0,
    "start1": 0.0184999965,
    "step1": 0.0184999965,
    "max1": 0.0349999964,
    "stopLoss": 0.0249999985,
    "tryCount": 196.0,
    "succeedCount": 87.0,
    "failedCount": 109.0,
    "successRate": 0.798165143,
    "minHeight": -0.025609253,
    "maxHeight": 0.173299745,
    "totalProfit": 0.122420713,
    "avgProfit": 0.0006245955,
    "finalPercent": 1.274434,
    "score": 10.97736
  },
  {
    "bin1": 15.0,
    "start1": 0.019999994,
    "step1": 0.019999994,
    "max1": 0.0399999954,
    "stopLoss": 0.0399999954,
    "tryCount": 220.0,
    "succeedCount": 95.0,
    "failedCount": 125.0,
    "successRate": 0.76,
    "minHeight": -0.03682455,
    "maxHeight": 0.171596631,
    "totalProfit": 0.13413851,
    "avgProfit": 0.0006097205,
    "finalPercent": 1.27493823,
    "score": 6.87345648
  },
  {
    "bin1": 15.0,
    "start1": 0.019999994,
    "step1": 0.019999994,
    "max1": 0.0399999954,
    "stopLoss": 0.0449999943,
    "tryCount": 220.0,
    "succeedCount": 95.0,
    "failedCount": 125.0,
    "successRate": 0.76,
    "minHeight": -0.03682455,
    "maxHeight": 0.171596631,
    "totalProfit": 0.13413851,
    "avgProfit": 0.0006097205,
    "finalPercent": 1.27493823,
    "score": 6.1097393
  },
  {
    "bin1": 15.0,
    "start1": 0.019999994,
    "step1": 0.019999994,
    "max1": 0.0399999954,
    "stopLoss": 0.0499999933,
    "tryCount": 220.0,
    "succeedCount": 95.0,
    "failedCount": 125.0,
    "successRate": 0.76,
    "minHeight": -0.03682455,
    "maxHeight": 0.171596631,
    "totalProfit": 0.13413851,
    "avgProfit": 0.0006097205,
    "finalPercent": 1.27493823,
    "score": 5.49876547
  },
  {
    "bin1": 15.0,
    "start1": 0.0135000013,
    "step1": 0.0135000013,
    "max1": 0.0399999954,
    "stopLoss": 0.0249999985,
    "tryCount": 206.0,
    "succeedCount": 89.0,
    "failedCount": 117.0,
    "successRate": 0.7606838,
    "minHeight": -0.0256377049,
    "maxHeight": 0.171202958,
    "totalProfit": 0.139622808,
    "avgProfit": 0.0006777806,
    "finalPercent": 1.27637661,
    "score": 11.0550652
  },
  {
    "bin1": 15.0,
    "start1": 0.0189999957,
    "step1": 0.0189999957,
    "max1": 0.0349999964,
    "stopLoss": 0.0399999954,
    "tryCount": 196.0,
    "succeedCount": 88.0,
    "failedCount": 108.0,
    "successRate": 0.8148148,
    "minHeight": -0.037091393,
    "maxHeight": 0.173299745,
    "totalProfit": 0.123719528,
    "avgProfit": 0.0006312221,
    "finalPercent": 1.27639294,
    "score": 6.90982437
  },
  {
    "bin1": 15.0,
    "start1": 0.0189999957,
    "step1": 0.0189999957,
    "max1": 0.0349999964,
    "stopLoss": 0.0449999943,
    "tryCount": 196.0,
    "succeedCount": 88.0,
    "failedCount": 108.0,
    "successRate": 0.8148148,
    "minHeight": -0.037091393,
    "maxHeight": 0.173299745,
    "totalProfit": 0.123719528,
    "avgProfit": 0.0006312221,
    "finalPercent": 1.27639294,
    "score": 6.142066
  },
  {
    "bin1": 15.0,
    "start1": 0.0189999957,
    "step1": 0.0189999957,
    "max1": 0.0349999964,
    "stopLoss": 0.0499999933,
    "tryCount": 196.0,
    "succeedCount": 88.0,
    "failedCount": 108.0,
    "successRate": 0.8148148,
    "minHeight": -0.037091393,
    "maxHeight": 0.173299745,
    "totalProfit": 0.123719528,
    "avgProfit": 0.0006312221,
    "finalPercent": 1.27639294,
    "score": 5.52785969
  },
  {
    "bin1": 15.0,
    "start1": 0.019999994,
    "step1": 0.019999994,
    "max1": 0.0349999964,
    "stopLoss": 0.0299999975,
    "tryCount": 196.0,
    "succeedCount": 87.0,
    "failedCount": 109.0,
    "successRate": 0.798165143,
    "minHeight": -0.03084125,
    "maxHeight": 0.173496813,
    "totalProfit": 0.12402007,
    "avgProfit": 0.000632755458,
    "finalPercent": 1.27700865,
    "score": 9.233623
  },
  {
    "bin1": 15.0,
    "start1": 0.019999994,
    "step1": 0.019999994,
    "max1": 0.0399999954,
    "stopLoss": 0.0349999964,
    "tryCount": 220.0,
    "succeedCount": 95.0,
    "failedCount": 125.0,
    "successRate": 0.76,
    "minHeight": -0.0349566378,
    "maxHeight": 0.171596631,
    "totalProfit": 0.135538518,
    "avgProfit": 0.0006160842,
    "finalPercent": 1.27741838,
    "score": 7.92624
  },
  {
    "bin1": 15.0,
    "start1": 0.00450000027,
    "step1": 0.00450000027,
    "max1": 0.0549999923,
    "stopLoss": 0.0449999943,
    "tryCount": 136.0,
    "succeedCount": 55.0,
    "failedCount": 81.0,
    "successRate": 0.679012358,
    "minHeight": -0.0449117348,
    "maxHeight": 0.1766572,
    "totalProfit": 0.160246283,
    "avgProfit": 0.0011782815,
    "finalPercent": 1.27773023,
    "score": 6.17178345
  },
  {
    "bin1": 15.0,
    "start1": 0.016,
    "step1": 0.016,
    "max1": 0.0399999954,
    "stopLoss": 0.02,
    "tryCount": 212.0,
    "succeedCount": 91.0,
    "failedCount": 121.0,
    "successRate": 0.752066135,
    "minHeight": -0.0204029586,
    "maxHeight": 0.171399772,
    "totalProfit": 0.1354697,
    "avgProfit": 0.000639008067,
    "finalPercent": 1.2800132,
    "score": 14.0006609
  },
  {
    "bin1": 15.0,
    "start1": 0.0169999991,
    "step1": 0.0169999991,
    "max1": 0.0399999954,
    "stopLoss": 0.0399999954,
    "tryCount": 214.0,
    "succeedCount": 91.0,
    "failedCount": 123.0,
    "successRate": 0.7398374,
    "minHeight": -0.03855904,
    "maxHeight": 0.171399772,
    "totalProfit": 0.129016533,
    "avgProfit": 0.000602881,
    "finalPercent": 1.28036189,
    "score": 7.009048
  },
  {
    "bin1": 15.0,
    "start1": 0.0169999991,
    "step1": 0.0169999991,
    "max1": 0.0399999954,
    "stopLoss": 0.0449999943,
    "tryCount": 214.0,
    "succeedCount": 91.0,
    "failedCount": 123.0,
    "successRate": 0.7398374,
    "minHeight": -0.03855904,
    "maxHeight": 0.171399772,
    "totalProfit": 0.129016533,
    "avgProfit": 0.000602881,
    "finalPercent": 1.28036189,
    "score": 6.230265
  },
  {
    "bin1": 15.0,
    "start1": 0.0169999991,
    "step1": 0.0169999991,
    "max1": 0.0399999954,
    "stopLoss": 0.0499999933,
    "tryCount": 214.0,
    "succeedCount": 91.0,
    "failedCount": 123.0,
    "successRate": 0.7398374,
    "minHeight": -0.03855904,
    "maxHeight": 0.171399772,
    "totalProfit": 0.129016533,
    "avgProfit": 0.000602881,
    "finalPercent": 1.28036189,
    "score": 5.607239
  },
  {
    "bin1": 15.0,
    "start1": 0.0189999957,
    "step1": 0.0189999957,
    "max1": 0.0349999964,
    "stopLoss": 0.0249999985,
    "tryCount": 196.0,
    "succeedCount": 87.0,
    "failedCount": 109.0,
    "successRate": 0.798165143,
    "minHeight": -0.025609253,
    "maxHeight": 0.173299745,
    "totalProfit": 0.126919538,
    "avgProfit": 0.000647548644,
    "finalPercent": 1.28188241,
    "score": 11.2752972
  },
  {
    "bin1": 15.0,
    "start1": 0.0189999957,
    "step1": 0.0189999957,
    "max1": 0.0349999964,
    "stopLoss": 0.0349999964,
    "tryCount": 196.0,
    "succeedCount": 88.0,
    "failedCount": 108.0,
    "successRate": 0.8148148,
    "minHeight": -0.0349566378,
    "maxHeight": 0.173299745,
    "totalProfit": 0.126919538,
    "avgProfit": 0.000647548644,
    "finalPercent": 1.28200686,
    "score": 8.05734
  },
  {
    "bin1": 15.0,
    "start1": 0.00450000027,
    "step1": 0.00450000027,
    "max1": 0.06499999,
    "stopLoss": 0.0299999975,
    "tryCount": 139.0,
    "succeedCount": 57.0,
    "failedCount": 82.0,
    "successRate": 0.695121944,
    "minHeight": -0.0308996439,
    "maxHeight": 0.183002174,
    "totalProfit": 0.159395009,
    "avgProfit": 0.00114672666,
    "finalPercent": 1.28263044,
    "score": 9.421016
  },
  {
    "bin1": 15.0,
    "start1": 0.0130000012,
    "step1": 0.0130000012,
    "max1": 0.0399999954,
    "stopLoss": 0.0449999943,
    "tryCount": 206.0,
    "succeedCount": 89.0,
    "failedCount": 117.0,
    "successRate": 0.7606838,
    "minHeight": -0.0426382422,
    "maxHeight": 0.171006218,
    "totalProfit": 0.1381192,
    "avgProfit": 0.0006704816,
    "finalPercent": 1.28401566,
    "score": 6.31146
  },
  {
    "bin1": 15.0,
    "start1": 0.0130000012,
    "step1": 0.0130000012,
    "max1": 0.0399999954,
    "stopLoss": 0.0499999933,
    "tryCount": 206.0,
    "succeedCount": 89.0,
    "failedCount": 117.0,
    "successRate": 0.7606838,
    "minHeight": -0.0426382422,
    "maxHeight": 0.171006218,
    "totalProfit": 0.1381192,
    "avgProfit": 0.0006704816,
    "finalPercent": 1.28401566,
    "score": 5.680314
  },
  {
    "bin1": 15.0,
    "start1": 0.00450000027,
    "step1": 0.00450000027,
    "max1": 0.0549999923,
    "stopLoss": 0.0399999954,
    "tryCount": 136.0,
    "succeedCount": 55.0,
    "failedCount": 81.0,
    "successRate": 0.679012358,
    "minHeight": -0.03997923,
    "maxHeight": 0.1766572,
    "totalProfit": 0.164046288,
    "avgProfit": 0.00120622269,
    "finalPercent": 1.2843498,
    "score": 7.10874557
  },
  {
    "bin1": 15.0,
    "start1": 0.0174999982,
    "step1": 0.0174999982,
    "max1": 0.0399999954,
    "stopLoss": 0.02,
    "tryCount": 214.0,
    "succeedCount": 90.0,
    "failedCount": 124.0,
    "successRate": 0.7258065,
    "minHeight": -0.0204003565,
    "maxHeight": 0.171399772,
    "totalProfit": 0.1377201,
    "avgProfit": 0.0006435518,
    "finalPercent": 1.28488278,
    "score": 14.24414
  },
  {
    "bin1": 15.0,
    "start1": 0.0169999991,
    "step1": 0.0169999991,
    "max1": 0.0399999954,
    "stopLoss": 0.0349999964,
    "tryCount": 214.0,
    "succeedCount": 91.0,
    "failedCount": 123.0,
    "successRate": 0.7398374,
    "minHeight": -0.0349566378,
    "maxHeight": 0.171399772,
    "totalProfit": 0.131716534,
    "avgProfit": 0.0006154978,
    "finalPercent": 1.28517425,
    "score": 8.147837
  },
  {
    "bin1": 15.0,
    "start1": 0.0165,
    "step1": 0.0165,
    "max1": 0.0399999954,
    "stopLoss": 0.015,
    "tryCount": 212.0,
    "succeedCount": 87.0,
    "failedCount": 125.0,
    "successRate": 0.696,
    "minHeight": -0.0152143845,
    "maxHeight": 0.171399772,
    "totalProfit": 0.139676586,
    "avgProfit": 0.0006588518,
    "finalPercent": 1.28529823,
    "score": 19.0198822
  },
  {
    "bin1": 15.0,
    "start1": 0.0130000012,
    "step1": 0.0130000012,
    "max1": 0.0399999954,
    "stopLoss": 0.0399999954,
    "tryCount": 206.0,
    "succeedCount": 89.0,
    "failedCount": 117.0,
    "successRate": 0.7606838,
    "minHeight": -0.0399733521,
    "maxHeight": 0.171006218,
    "totalProfit": 0.1401192,
    "avgProfit": 0.0006801903,
    "finalPercent": 1.28760111,
    "score": 7.19002867
  },
  {
    "bin1": 15.0,
    "start1": 0.0194999948,
    "step1": 0.0194999948,
    "max1": 0.0349999964,
    "stopLoss": 0.0399999954,
    "tryCount": 196.0,
    "succeedCount": 88.0,
    "failedCount": 108.0,
    "successRate": 0.8148148,
    "minHeight": -0.03695797,
    "maxHeight": 0.173496813,
    "totalProfit": 0.1310201,
    "avgProfit": 0.0006684699,
    "finalPercent": 1.28880119,
    "score": 7.220031
  },
  {
    "bin1": 15.0,
    "start1": 0.0194999948,
    "step1": 0.0194999948,
    "max1": 0.0349999964,
    "stopLoss": 0.0449999943,
    "tryCount": 196.0,
    "succeedCount": 88.0,
    "failedCount": 108.0,
    "successRate": 0.8148148,
    "minHeight": -0.03695797,
    "maxHeight": 0.173496813,
    "totalProfit": 0.1310201,
    "avgProfit": 0.0006684699,
    "finalPercent": 1.28880119,
    "score": 6.417805
  },
  {
    "bin1": 15.0,
    "start1": 0.0194999948,
    "step1": 0.0194999948,
    "max1": 0.0349999964,
    "stopLoss": 0.0499999933,
    "tryCount": 196.0,
    "succeedCount": 88.0,
    "failedCount": 108.0,
    "successRate": 0.8148148,
    "minHeight": -0.03695797,
    "maxHeight": 0.173496813,
    "totalProfit": 0.1310201,
    "avgProfit": 0.0006684699,
    "finalPercent": 1.28880119,
    "score": 5.776025
  },
  {
    "bin1": 15.0,
    "start1": 0.0155000016,
    "step1": 0.0155000016,
    "max1": 0.0399999954,
    "stopLoss": 0.0399999954,
    "tryCount": 212.0,
    "succeedCount": 93.0,
    "failedCount": 119.0,
    "successRate": 0.7815126,
    "minHeight": -0.039754536,
    "maxHeight": 0.171399772,
    "totalProfit": 0.136164278,
    "avgProfit": 0.000642284343,
    "finalPercent": 1.2908566,
    "score": 7.27141571
  },
  {
    "bin1": 15.0,
    "start1": 0.0155000016,
    "step1": 0.0155000016,
    "max1": 0.0399999954,
    "stopLoss": 0.0449999943,
    "tryCount": 212.0,
    "succeedCount": 93.0,
    "failedCount": 119.0,
    "successRate": 0.7815126,
    "minHeight": -0.039754536,
    "maxHeight": 0.171399772,
    "totalProfit": 0.136164278,
    "avgProfit": 0.000642284343,
    "finalPercent": 1.2908566,
    "score": 6.463481
  },
  {
    "bin1": 15.0,
    "start1": 0.0155000016,
    "step1": 0.0155000016,
    "max1": 0.0399999954,
    "stopLoss": 0.0499999933,
    "tryCount": 212.0,
    "succeedCount": 93.0,
    "failedCount": 119.0,
    "successRate": 0.7815126,
    "minHeight": -0.039754536,
    "maxHeight": 0.171399772,
    "totalProfit": 0.136164278,
    "avgProfit": 0.000642284343,
    "finalPercent": 1.2908566,
    "score": 5.817133
  },
  {
    "bin1": 15.0,
    "start1": 0.00450000027,
    "step1": 0.00450000027,
    "max1": 0.0549999923,
    "stopLoss": 0.0349999964,
    "tryCount": 136.0,
    "succeedCount": 55.0,
    "failedCount": 81.0,
    "successRate": 0.679012358,
    "minHeight": -0.0362026468,
    "maxHeight": 0.1766572,
    "totalProfit": 0.169046283,
    "avgProfit": 0.00124298735,
    "finalPercent": 1.292684,
    "score": 8.3624
  },
  {
    "bin1": 15.0,
    "start1": 0.0194999948,
    "step1": 0.0194999948,
    "max1": 0.0349999964,
    "stopLoss": 0.0249999985,
    "tryCount": 196.0,
    "succeedCount": 87.0,
    "failedCount": 109.0,
    "successRate": 0.798165143,
    "minHeight": -0.025609253,
    "maxHeight": 0.173496813,
    "totalProfit": 0.1337201,
    "avgProfit": 0.0006822454,
    "finalPercent": 1.293462,
    "score": 11.7384825
  },
  {
    "bin1": 15.0,
    "start1": 0.0194999948,
    "step1": 0.0194999948,
    "max1": 0.0349999964,
    "stopLoss": 0.0349999964,
    "tryCount": 196.0,
    "succeedCount": 88.0,
    "failedCount": 108.0,
    "successRate": 0.8148148,
    "minHeight": -0.0349566378,
    "maxHeight": 0.173496813,
    "totalProfit": 0.1339201,
    "avgProfit": 0.000683265855,
    "finalPercent": 1.293939,
    "score": 8.398258
  },
  {
    "bin1": 15.0,
    "start1": 0.0165,
    "step1": 0.0165,
    "max1": 0.0399999954,
    "stopLoss": 0.02,
    "tryCount": 212.0,
    "succeedCount": 90.0,
    "failedCount": 122.0,
    "successRate": 0.737704933,
    "minHeight": -0.0204003565,
    "maxHeight": 0.171399772,
    "totalProfit": 0.1442766,
    "avgProfit": 0.00068055,
    "finalPercent": 1.29462731,
    "score": 14.7313662
  },
  {
    "bin1": 15.0,
    "start1": 0.0130000012,
    "step1": 0.0130000012,
    "max1": 0.0399999954,
    "stopLoss": 0.015,
    "tryCount": 206.0,
    "succeedCount": 85.0,
    "failedCount": 121.0,
    "successRate": 0.702479362,
    "minHeight": -0.0152170667,
    "maxHeight": 0.171006218,
    "totalProfit": 0.155619189,
    "avgProfit": 0.000755432935,
    "finalPercent": 1.29578269,
    "score": 19.7188454
  },
  {
    "bin1": 15.0,
    "start1": 0.00450000027,
    "step1": 0.00450000027,
    "max1": 0.05999999,
    "stopLoss": 0.0299999975,
    "tryCount": 137.0,
    "succeedCount": 56.0,
    "failedCount": 81.0,
    "successRate": 0.69135803,
    "minHeight": -0.0308996439,
    "maxHeight": 0.1821673,
    "totalProfit": 0.16662243,
    "avgProfit": 0.00121622207,
    "finalPercent": 1.29650307,
    "score": 9.883436
  },
  {
    "bin1": 15.0,
    "start1": 0.0130000012,
    "step1": 0.0130000012,
    "max1": 0.0399999954,
    "stopLoss": 0.0349999964,
    "tryCount": 206.0,
    "succeedCount": 89.0,
    "failedCount": 117.0,
    "successRate": 0.7606838,
    "minHeight": -0.03491006,
    "maxHeight": 0.171006218,
    "totalProfit": 0.1457192,
    "avgProfit": 0.000707374769,
    "finalPercent": 1.297584,
    "score": 8.502402
  },
  {
    "bin1": 15.0,
    "start1": 0.0155000016,
    "step1": 0.0155000016,
    "max1": 0.0399999954,
    "stopLoss": 0.0349999964,
    "tryCount": 212.0,
    "succeedCount": 93.0,
    "failedCount": 119.0,
    "successRate": 0.7815126,
    "minHeight": -0.0349519737,
    "maxHeight": 0.171399772,
    "totalProfit": 0.140264288,
    "avgProfit": 0.000661624,
    "finalPercent": 1.29821432,
    "score": 8.52041
  },
  {
    "bin1": 15.0,
    "start1": 0.0179999974,
    "step1": 0.0179999974,
    "max1": 0.0399999954,
    "stopLoss": 0.02,
    "tryCount": 214.0,
    "succeedCount": 91.0,
    "failedCount": 123.0,
